review,sentiment
very good smart speaker from google very useful for small kids,positive
our family enjoy alot with this little smart speaker,positive
the product is awesome and has a realy good speaker quality and very loud overall got satisfied,positive
good product for the price range,positive
very nice product i just loved it,positive
worth it makes day to day routine easier to follow,positive
nice,positive
good quality product,positive
very good,positive
nice product,positive
the compact design of this speaker is great it fits anywhere and still delivers good sound quality,positive
these speakers fits anywhere and still delivers good sound quality,positive
i use this speaker all the time for playing music answering questions and controlling my lights its incredibly versatile,positive
good speaker,positive
pretty good product packed with alot of hidden features it supports hindi as an secondary language which makes it easier for my family members to use it also the speaker quality is great and is adjustable in the equalizer according to personal liking but if you are buying this and want to use it for listing to songs for most of it then make sure you have youtube premium subscription because you cant use it for free also other free music platforms like spotify dont have all of the songs,positive
nice product,positive
wonderful delivery staff and product,positive
amazing product recognizes voice every time,positive
very good product,positive
better than previous google home smart speaker,positive
nice,positive
nice,positive
the speaker quality is great,positive
excellent product,positive
works perfect and the sound is great i could say it doesnt feel cheap with its build quality and sound quality,positive
product is ok but it doesnt fullfill my satisfaction,negative
worst product from daraz,negative
not smudge proof,negative
its good but oily n not better than maybelline colossal kajal,negative
not water proof,negative
the pencil itself is very low quality and hard to use since its so lightweigh,negative
very poor product,negative
very bad quality,negative
received a damaged product. ,negative
bad,negative
good product but the colour of kajal i dont like,negative
not gud quality,negative
the kajal smudges way too easily it doesnt last more than an hour before it starts to smear all over my eyes,negative
worst product,negative
quality is not good,negative
when i am use this product the product quality is to much bad and it remove in 10 min so this is very poor kajal,negative
i had high hopes but this kajal fades so quickly within a few hours it looks like i didnt even apply anything,negative
product is too bad,negative
this kajal fades so quickly within a few hours,negative
worst shopping website,negative
product is not good dont buy,negative
its not an original product doesnt lasts more than 1 hour as it smudges very easily and it causes irritation around the eyes,negative
i didnt like how dry the kajal was it doesnt glide on easily and the pigmentation is not as rich as i expected,negative
the quality of this kajal is very pathetic there are side effects such as eyes get watery and irritations in eyes i dont think its original product,negative
this product is very poor in quality its make my eyes alergic,negative
worst product,negative
the kajal broke after just a couple of uses its very fragile and i feel like i wasted my money on this,negative
not good,negative
very poor quality very upset with daraz never expected such bad quality product from daraz,negative
very bad,negative
product is very bad quality,negative
very poor,negative
this kajal doesnt live up to the long lasting claims it smudged badly within a few hours of wear,negative
the kajal irritated my eyes after a couple of hours of wearing it not suitable for sensitive eyes at all,negative
waste of money,negative
do not buying,negative
dont like this kajal,negative
im disappointed with this kajal it fades away so fast i had to keep reapplying throughout the day,negative
very bad,negative
i dont like how this kajal applies its too stiff and doesnt glide smoothly it also fades really fast,negative
not good,negative
packaging is not good very disappointed,negative
worst product,negative
the tip of the kajal keeps breaking off with the slightest pressure and its really frustrating to use,negative
very bad quality,negative
not good it is so sticky on eyes,negative
for first time use the tip of the kajal was broken,negative
horrible within two days the tip broken no lengthy tip in it,negative
this kajal is not worth the price it smudges and fades quickly and doesnt deliver on its promises,negative
its very bad,negative
vry vry bad product,negative
the kajal wore off within a few hours leaving my eyes looking messy and uneven very disappointing,negative
not good,negative
its not at all smudge proof,negative
it doesnt last at all even in normal weather conditions it smudges and fades so easily,negative
not so good,negative
very bad product duplicate product delivered not work atleast 2 hours,negative
worst product dont purchase after using it i am giving my review when i use this kajal it spreads all over my eyes and makes me look terrible,negative
this product is disappointing it doesnt have the staying power that was advertised,negative
very bad product,negative
not long lasting,negative
this is really a worst product the kajal doesnt even last for 1 hour i applied it on my eyes and just within one hour this kajal get automatically removeddont know howeven in that span of time i didnt wash my eyesstill kajal get removedso this kajal is deep black in colour no last for 22 hours nowaterproof noso this product i got is of low quality and localso please dont buy this product,negative
its very bad,negative
not as good as shown,negative
not smooge prove nd no long lasting,negative
the pigmentation is not as deep as expected and the product breaks easily when applying,negative
not good,negative
not water proof and not long lasting,negative
very bad dont waste ur money,negative
wasted money on this kajal,negative
it irritated my eyes very disappointed,negative
waste products dont buy waste packing toooooooo late delivery,negative
it doesnt glide on smoothly and the pigmentation is very weak had to apply multiple times,negative
worst piece i got,negative
the product is too dry and difficult to apply,negative
not waterproof and long lasting at all,negative
the product is too dry and difficult to apply plus it doesnt last on my eyes for long,negative
itching on eyes started after first time apply itself not sure about the originality of the product,negative
this kajal didn’t work for me,negative
i already used this product sometimes it disturbed my look when we are in journey its okay product it doesnt work upto 10 hrs,negative
verd bad,negative
this kajal didnt work for me it smudges almost immediately and fades way too fast,negative
product quality is not good its waste of money,negative
this kajal is not good,negative
this kajal is causing allergy,negative
it is goodbut when i apply it break,negative
product is broken worthless,negative
this kajal broke only in 1week very poor quality,negative
veryyyyyyyyyyy bad quality,negative
the kajal wore off very quickly and left me with smudges under my eyes not a good look,negative
this bad is bad spreads a lot and makes the eyes black,negative
the kajal wore off very quickly and left me with smudges under my eyes not a good look,negative
it smudged and smeared within an hour of applying not at all long lasting as claimed,negative
after applying thiseyes starts itching,negative
very bad product,negative
waste of money,negative
quality is very poor,negative
this product is not long lasting,negative
bad product,negative
it smudged and smeared within an hour of applying not at all long lasting as claimed,negative
ok product,neutral
nicenice,neutral
the kajal does its job but its nothing special it applies smoothly but the staying power could be better,neutral
ok all right,neutral
its an okay product works fine for regular use but ive used other kajals that last longer,neutral
nyc bt not smudge proof,neutral
the pigmentation is decent not too dark but not too light either its fine for everyday use,neutral
ok product in this price range,neutral
this kajal is easy to apply but it does start to fade after a few hours its average overall,neutral
just ok,neutral
the kajal is smooth and glides well but ive noticed it doesnt stay on for the whole day,neutral
ok,neutral
ok,neutral
this kajal is wow but shipping fee of daraz is too much,neutral
size is small but its okay,neutral
just ok,neutral
the kajal is fine for short wear but i wouldnt recommend it for all day use as it tends to fade,neutral
ok,neutral
its not bad but not great either it applies easily but the color could be a bit more intense,neutral
ok,neutral
its not bad but not great either it applies easily but the color could be a bit more intense,neutral
okkk,neutral
the kajal is easy to use but the pigmentation is not as strong as i expected still a decent product,neutral
nice and original not smudge free though,neutral
its a decent kajal for the price,neutral
it was only ok ok as the company says that it would be long lasting the kajal doesnt perform gud,neutral
nice bought for my mamam,neutral
its a decent kajal for the price,neutral
oook,neutral
ok product,neutral
not bad,neutral
the color payoff is moderate not the darkest ive seen but works well enough for casual wear,neutral
ok,neutral
average,neutral
the color of this kajal is moderate not the darkest,neutral
not long lasting but its okay,neutral
the texture is smooth and application is easy but it does fade after a while its a standard product,neutral
not bad ok ok,neutral
application of this kajal is easy but it does fade after a while,neutral
ok,neutral
its not the best kajal ive used but its not the worst either it works well for basic use,neutral
okay,neutral
only one is good another one is damaged,neutral
its a decent kajal for the price point,neutral
ok not bad,neutral
its a decent kajal for the price point but it does require touch ups after a few hours of wear,neutral
its a decent kajal for the price point but it does require touch ups after a few hours of wear,neutral
vry nic kajal but delivery time vry long,neutral
ok,neutral
the product is smooth and easy to apply but its not as long lasting,neutral
its an okay product its easy to use but the color doesnt stay vibrant for long,neutral
ok,neutral
its an okay product its easy to use but the color doesnt stay vibrant for long,neutral
average,neutral
its fine for short wear but youll probably need to reapply if you want it to last all day,neutral
ok,neutral
just ok,neutral
this kajal is fine for regular use but i wouldnt recommend it for anyone looking for long lasting wear,neutral
good,neutral
average,neutral
ok,neutral
it applies well but dont expect it to last through an entire day,neutral
okk,neutral
it applies well but dont expect it to last through an entire day,neutral
it applies well but dont expect it to last through an entire day,neutral
average price,neutral
ok,neutral
its an okay kajal for everyday wear but it fades a bit faster than i would have liked,neutral
ok,neutral
the kajal is fine for short wear but it does require reapplication after a few hours,neutral
ok,neutral
very,neutral
its an okay product it works well enough,neutral
the kajal is fine for short wear but it does require reapplication after a few hours,neutral
ok,neutral
product fades quickly but its okay,neutral
its an okay product it works well enough,neutral
ok product,neutral
ok,neutral
the pigmentation is decent but it doesnt last through the day,neutral
just okaystay for few times,neutral
ok product in this price range,neutral
ok,neutral
smudges a lot but its okay,neutral
product was okey,neutral
this kajal has dark colour but its not long lasting,neutral
this kajal works well for casual use but its not long lasting enough for extended wear,neutral
okay,neutral
this kajal works well for casual use but its not long lasting enough for extended wear,neutral
ok ok prodcut,neutral
ok,neutral
this kajal is good for a few hours of wear but it does start to fade after that,neutral
ok,neutral
does not stays for long duration otherwise okay,neutral
okay,neutral
this kajal is good for a few hours of wear but it does start to fade after that,neutral
ok,neutral
good for a few hours of wear not recommended for long hours,neutral
good for a few hours of wear not recommended for long hours,neutral
not much smudge proof but its okay,neutral
original product,positive
good product,positive
i liked it,positive
nice kajal,positive
osm i am so happy,positive
nice,positive
good,positive
very nice,positive
good product,positive
i love this kajal its so smooth and easy to apply,positive
nice,positive
nice kajal,positive
good as a brand and doing its job effectively,positive
very good,positive
lekme kajal is my go to eyeliner its amazing,positive
perfect,positive
i love how dark and intense the pigmentation is it gives such a bold look,positive
good product,positive
this is my go to kajal it stays on for hours and doesnt fade easily,positive
original product thanks to daraz,positive
nice,positive
this is nice no smudge very nice,positive
very superb,positive
lekme kajal is perfect for everyday use the staying power is fantastic,positive
good product,positive
ive tried many kajals but this one is the best it doesnt smudge at all,positive
its always a graceful products and daraz also a good platform to buy for me its its waterproof and smudge proof also for 8 to 10 hours but not for rubbing rough dont hesitate just buy,positive
good ig worth for money,positive
its super easy to apply and gives a nice smooth finish that lasts for hours,positive
wonderful products i buy 2 time,positive
this kajal is perfect for creating both subtle and bold looks i love it,positive
love it,positive
very fast delivery so good product i am very happy,positive
the pigmentation is amazing and it doesnt fade even after wearing it for hours,positive
this kajal gives such a clean sharp look i love using it for both casual and dramatic looks,positive
2 gud,positive
nice product,positive
very very good product thanks daraz i am so happy i just loved it,positive
so so nice,positive
iam really impressed with how smooth this kajal applies and how well it stays on,positive
good product,positive
the best part about this kajal is how long it stays on without any smudging,positive
super quality and thank you flipkart,positive
excellent eyeconic kajal,positive
nice,positive
thank you daraz for this amazing lekme kajal,positive
i would repurchase this kajal in a heartbeat,positive
osm kajal love it,positive
good,positive
this kajal makes my eyes look bigger and brighter iam very happy,positive
very nice,positive
really good product worth the money go for it without any doubt,positive
nice,positive
tq daraz tq so much,positive
im obsessed with this kajal its amazing,positive
wow,positive
good one must buy,positive
this kajal stays put even through tears and sweat,positive
awesome,positive
this kajal is my everyday essential iam loving it,positive
nice product meterial thank you,positive
best product,positive
this is the best kajal ive used so far rich color and no need for reapplication,positive
thanks for amazing product,positive
i love the creamy texture of this kajal its easy to apply and lasts a long time,positive
a long lasting kajal in affordable price,positive
quite awesome,positive
this is the best kajal ive used so far rich color and no need for reapplication,positive
i love the creamy texture of this kajal its easy to apply and lasts a long time,positive
so much good,positive
lekme kajal stays put even in humid weather iam really happy with its performance,positive
good product delivery boy is very good i am happy,positive
niceee,positive
nice,positive
super,positive
i loved it,positive
this kajal is great for sensitive eyes too doesnt cause any irritation and lasts all day,positive
always good,positive
this kajal is great for sensitive eyes,positive
its very good to use,positive
this kajal gives a beautiful dark line and stays intact throughout the day,positive
excellent,positive
thanks for the free gift eye mask and kajal is good,positive
i have used it before its smudge proof and water proof it doesnt give deep black colour on one stroke but few strokes gives deep black colour its long lasting the kajal doesnt break from between like other kajal with use,positive
original product best quality for lakme,positive
superb quality kajal highly recommended,positive
very nice product thnku daraz,positive
nice product,positive
10 out of 10 thanks daraz,positive
this kajal is incredibly pigmented and long lasting,positive
nice product,positive
i love it,positive
good go for it,positive
nice kajal super,positive
i was skeptical but this kajal really does stay on all day,positive
lekme kajal is the perfect combination of quality and affordability,positive
the formula is creamy and glides on effortlessly,positive
very nice,positive
i would highly recommend lekme kajal to anyone,positive
the offer is very good you get two in a pack it is jet black and very pigmented and for a lasting effect it basically depends on the kind of climate you live in in winters it last long and similarly during humidity it kinda stays in place for atleast 2 hours but it doesnt make you look like a zombie tho lol end result i would say go for it girlsand this is my second purchase on the same product,positive
worst quality after one wash the stictching came out,negative
the material feels cheap and flimsy,negative
bad quality,negative
these cargos arent comfortable at all,negative
not good quality,negative
very bad,negative
fabric is not good,negative
after wearing them a few times the stitching started coming apart very poorly made,negative
sir size not good,negative
very bad quality dont waste money,negative
not fit size any one no oder pls money waste,negative
these cargos shrunk after the first wash now they are too tight and uncomfortable,negative
poor quality,negative
i dont like it,negative
the quality is subpar the fabric feels rough and the fit is not as described,negative
the quality is subpar the fabric feels rough and the fit is not as described,negative
worst product i have ever bought with daraz,negative
they look good in the pictures but in person they feel like cheap knockoffs not worth it,negative
the button fell off within a week of wearing them very low quality craftsmanship,negative
bad quality dont buy this,negative
the sizing is way off they are much larger than the size chart indicated very misleading,negative
the cargos are too long and the material is heavy not good for warm weather,negative
very bed i hate this,negative
quality is not good and color,negative
cloth quality is not good as much i expected also it is not for medium weight people such as 60 to 65 kg it is only for slim people,negative
most useless products dont purchase,negative
the cargos look nice but the zippers are flimsy and one broke after a few uses,negative
not good,negative
the cargos look nice but the zippers are flimsy and one broke after a few uses,negative
no quality boss,negative
the cargo pockets are too small to be functional and the overall fit is awkward,negative
very bad material,negative
these cargos feel cheaply made and uncomfortable i wouldnt recommend them,negative
very bad,negative
cargo looking quality just ok and both side pocket one side pocket missing not worth for money,negative
unknown cheap brand rider instead of plus 91 very poor quality fabric of inner pocket not goodstiching is horrible threads are coming out no price tag completely different from picture shown in description,negative
i expected them to be durable but they started falling apart after only a few wears,negative
the pants are too heavy and uncomfortable for casual wear definitely not breathable,negative
the pants are too heavy and not breathable,negative
not so good quality,negative
very bad quality plz dont buy this product poor stich quality poor meterial quality,negative
very bad quality,negative
very poor product,negative
very bad,negative
bad,negative
the product is of poor quality,negative
not good,negative
worst product,negative
bad quality,negative
poor quality,negative
very bad,negative
very worst product,negative
not good,negative
not same as shown in image one biggest problem in this jogger is its pockets are so small if we kept mobile in pockets then mobile is easily drop out,negative
no finishing,negative
very bad,negative
not good,negative
cargo looking quality just ok and both side pocket one side pocket missing not worth for money,negative
fabric is soft and lyt wieght but stiching is not so gudjust ok ok,negative
very very bad,negative
very bad,negative
not good as per the price,negative
very low quality,negative
too bad quality very surprised when received waste of time and energy seller should be banned from daraz ,negative
not good looking black colour,negative
3 rd class kwality your company is 3 rd class this is 3 rd time i m unhappy,negative
very poor matrial quality and color feel very vwry bad,negative
product is good but what is shown in the product is not correct there was a zip on the leg it is not there maybe another product has arrived that was just bad nyc product,negative
fabric quality worst,negative
material is too bad,negative
very worst quality,negative
these cargos feel very poorly made and started showing signs of wear too quickly,negative
the material feels cheap and started fading after just a couple of washes very disappointing,negative
the stitching is uneven and the fabric feels stiff and uncomfortable to wear,negative
this product is very bad and poor quality cloth,negative
the quality is really poor they didnt even last a month before showing signs of wear,negative
the fabric feels cheap and uncomfortable i wouldnt recommend them,negative
quality of cargo is not up to the mark as the material is of such low quality and cannot be used outside,negative
i have this products because very low quality,negative
the fit is really off they are way too baggy in the legs and tight around the waist,negative
quality not good,negative
dont buy it is waste of money,negative
product quality not best,negative
not a quality product fitting is worst and feeling is also worst but its in low price,negative
quality very bad,negative
not worth for money,negative
the material is stiff and doesnt feel comfortable at all i expected better,negative
poor product very bad,negative
not good looking black colour,negative
very bad quality dont waste money,negative
quality is a very poor,negative
the fabric is rough and uncomfortable definitely not what i expected,negative
very bad,negative
uncomfortable,negative
fabric qulaty worst,negative
the material feels cheap and started fading after just a couple of washes very disappointing,negative
cloth quality isnt good and chain are low quality i will not suggest to buy very bad product price is to high,negative
very bad experience,negative
poor quality product i recommend never buy these cargos,negative
not good for me,negative
the cargos are decent enough for everyday wear nothing extraordinary though,neutral
the material feels sturdy but its not the most comfortable fabric ive worn,neutral
the fit is okay but not perfect might work better for some body type,neutral
the material feels sturdy but its not the most comfortable fabric ive worn,neutral
the fit is okay but not perfect might work better for some body type,neutral
they do the job as casual pants but nothing really stands out about them,neutral
decent product for the price range,neutral
quality is okay not so good,neutral
the fit is acceptable but the material is a little rough on the skin,neutral
the cargos look fine but they don’t feel as premium as the price suggests,neutral
the fit is acceptable but the material is a little rough on the skin,neutral
this cargo pant is just okay not so special,neutral
ohkk ohkk,neutral
the cargos look fine but they don’t feel as premium as the price suggests,neutral
this cargo pant is just okay,neutral
nice prodect but has some flaws,neutral
color is good stitch quality is not upto the mark but overall ok for the price,neutral
the style is standard for cargo pants not too trendy but also not outdated,neutral
they fit well enough but they arent flexible,neutral
one wash colour is fed otherwise ok,neutral
they fit well enough but they arent as flexible as some other cargo pants ive tried,neutral
one wash colour is fed otherwise ok,neutral
size not parfect but okay,neutral
the material is decent but not exceptional,neutral
the material is decent but not exceptional,neutral
i bought these cargo pants and theyre okay,neutral
i like the design but its not my favorite,neutral
i like the design but its not my favorite,neutral
the quality of this cargo is midrange,neutral
gud one for the price,neutral
the quality of this product is midrange,neutral
its not good but okay,neutral
okk,neutral
they are durable enough for regular use but the fabric is a bit thick for warm weather,neutral
price a quality,neutral
they are durable enough for regular use but not for functions,neutral
these cargos are nice but not worth the hype,neutral
these cargos are nice but not worth the hype,neutral
these cargos are decent for the price,neutral
old product but okay ,neutral
these cargos are decent for the price,neutral
not good but okay,neutral
medium quality product,neutral
the elastic rope is extremely small not even half the required but I will manage,neutral
the design is simple which i like but its not original,neutral
normal quality product,neutral
i thought its formal pant they are not for casual wear,neutral
the design is simple which i like but its not original,neutral
these cargos are just okay nothing special,neutral
these cargos are just okay nothing special,neutral
these cargos arent the worst but not the best,neutral
these cargos arent the worst but not the best,neutral
the cargo pockets are useful but could be better in terms of design,neutral
these cargos are what i expected nothing more nothing less,neutral
these cargos are what i expected nothing more nothing less,neutral
below average matterial but its okay in the price range of 500 rs,neutral
these cargos are fine for everyday use,neutral
okay product,neutral
stitching quality is not up to mark but color is good,neutral
the cargos are useful for their pockets but the fit isnt perfect,neutral
the cargos are useful for their pockets but the fit isnt perfect,neutral
the pants are functional and serve the purpose but the style is nothing to rave about,neutral
good product but color is not that good it could be better,neutral
the color is as expected but the fabric feels a bit stiff and not very flexible,neutral
toooo tight at legs but other things are good,neutral
short in size but okay ,neutral
they are good for casual outings but not the most comfortable for long wear,neutral
very smooth but i didnt like the color ,neutral
the quality is average nothing to complain about but nothing impressive either,neutral
toooo tight at legs but its okay in this price,neutral
the fit is alright but they are not as comfortable as i had hoped,neutral
was good but the joining are very poor,neutral
looking so amzngg and softly for every movement but color is  not good,neutral
decent product,neutral
this cargo pent is fully fitting not comfortable,neutral
average product,neutral
the quality seems decent but the pants feel a bit heavy when worn for long periods,neutral
average,neutral
the pants are good for casual wear but nothing special in terms of design or comfort,neutral
average product,neutral
nothing special in terms of design or comfort,neutral
so so product,neutral
they look fine but the material is not as soft as i would have liked,neutral
they do their job but they are not the most comfortable pants ive worn,neutral
they do their job but they are not the most comfortable pants ive worn,neutral
the cargos are practical with good pocket space but they feel a little stiff,neutral
the cargos are practical with good pocket space but they feel a little stiff,neutral
very comfy but color is not good,neutral
theyre okay,neutral
im so happy good product only issue is about the color,neutral
the fit is alright but the fabric could be softer and more flexible,neutral
the material feels sturdy but a bit too stiff for casual wear,neutral
the fit is alright but the fabric could be softer and more flexible,neutral
not a new design but its okay,neutral
product is not good dont go for thisfabric of pocket lining is very poorpls dont buy,neutral
gud product with some flaws,neutral
average,neutral
not a bed quality but not good either,neutral
fabric is not good otherwise its okay,neutral
average cargo pants,neutral
very very good,positive
its good,positive
super product and very comfortable,positive
nice and good,positive
good,positive
very good,positive
excellent,positive
very nice,positive
preety good,positive
awesome looks great to wear,positive
awesome look,positive
fitting is very good,positive
awsome wear comfortable feeling amazing experience highly recommended for winter,positive
osm super,positive
its beautiful,positive
good track pant,positive
good product,positive
good product seller was also corporative,positive
delivery boy is good and nice products,positive
super,positive
very nice product,positive
the fit of these cargos is perfect and they are super comfortable to wear all day,positive
the fabric feels durable and high quality definitely worth the price,positive
love the number of pockets on these pants very practical for carrying essentials,positive
nice,positive
the cargos are well made with solid stitching and a nice rugged look,positive
very very good product,positive
great for outdoor activities as they are both comfortable and functional,positive
very nice n good track pant,positive
the material is soft yet sturdy making these cargos a great choice for casual wear,positive
the cargo pants are true to size and offer a really flattering fit,positive
best,positive
the black color looks sharp and pairs well with different outfits,positive
these cargos are super versatile can be dressed up or down depending on the occasion,positive
good product,positive
very nice product,positive
good quality cargos,positive
such a awesome product,positive
perfect from every side,positive
the design is stylish yet practical with plenty of room in the pockets,positive
i like it,positive
very nice value for money,positive
they wash well and keep their shape no shrinkage or fading even after multiple washes,positive
superb cargos,positive
nice products and comfort fitting,positive
amazing experience thank you daraz,positive
the material is soft but also durable enough to handle tough conditions,positive
awesome,positive
nice product,positive
hey fit perfectly and have a comfortable relaxed feel without looking too baggy,positive
the stitching is excellent and the fabric holds up well even after heavy use,positive
awesome product value for money,positive
good products,positive
these are the best cargos ive owned they are comfortable durable and stylish,positive
i am impressed with these best cargos,positive
nice pant,positive
the fabric feels premium and they are perfect for both casual and outdoor activities,positive
awesome,positive
they look great and are super functional with all the extra storage in the pockets,positive
the fit is spot on ,positive
the fit is spot on and they provide great flexibility and comfort for all day use,positive
very good product,positive
very nice,positive
nice product nice quality,positive
they provide great flexibility and comfort for all day use,positive
the material feels high quality and they are great for casual or outdoor wear,positive
they fit really well and the fabric feels soft and strong,positive
amazing fast delivery happy,positive
amazing product worth to buy super quality cotton design,positive
product super,positive
the color and design are great and the pants fit really comfortably,positive
these cargos are well made and have plenty of pockets for storage which is always a plus,positive
superb,positive
the cargos are stylish and functional with a great fit and lots of pockets,positive
superb product very good,positive
the pants have a perfect fit and the fabric feels durable but not too heavy,positive
good quality,positive
awesome product thanks daraz,positive
very comfortable,positive
the pants have a perfect fit,positive
nice product,positive
super cargo,positive
nice pant,positive
the cargos are stylish and functional with a comfortable fit and plenty of pockets,positive
very nice,positive
nice product go for it,positive
great product i m fully setisfy,positive
the fit is great and they are perfect for both casual and outdoor use,positive
they look great and the material feels really high quality,positive
good product,positive
super,positive
very good,positive
nice,positive
they look great and the material feels really high quality definitely worth the purchase,positive
definitely worth the purchase,positive
awesome product,positive
best product,positive
nice,positive
no good,positive
value for money,positive
the fabric feels cheap and thin not worth the price at all,negative
the color of these curtains is not as advertised it faded after the first wash,negative
missing product,negative
its an almost transparent curtain,negative
material and colour is not good cheaper product,negative
these curtains are poorly made,negative
not good,negative
very bad and small size,negative
length is not good,negative
totally waste of money,negative
i dont recommend these curtains,negative
we get dammage product,negative
the stitching of these cusrtains came undone after just a few days of use,negative
doesnt look good,negative
not well,negative
quality bad,negative
not good,negative
very poor finishing,negative
quality is disappointing me,negative
it was not as good as it was told meaning the goods are not that good according to the money,negative
the material is rough and not soft to the touch very uncomfortable,negative
not looking well as shown in picture but u r choice depends on u,negative
waste of money n product is transparent,negative
they are very thin and dont offer any privacy i can see through them,negative
cloth very poor quality,negative
quality not as expected,negative
bad product no thickness cloth,negative
low quality,negative
bad,negative
very thin,negative
not good,negative
very transparent meterial is not good,negative
bad,negative
worst product,negative
they dont block out sunlight at all even though they were advertised as blackout curtains,negative
waste of money,negative
the color started to fade after just one wash very disappointing,negative
not good from my side,negative
not satisfactory design is not as in add cloth quality is also poor,negative
very poor,negative
they look and feel very cheap definitely not worth the money,negative
product quality is very bad,negative
they look and feel very cheap definitely not worth the money,negative
poor quality,negative
material not good,negative
very poor quality,negative
looking not well,negative
very poor waist of money,negative
very disappointing,negative
good product delivery is very poor e cart person throws the product and calls have dropped the product at gate and collect not at all a good service should see that it reaches to right person,negative
this product is very thin and it is not what iam expected,negative
room was not brightening with that some what low quality,negative
material is average and colour is not attractive,negative
the color started to fade after just one wash very disappointing,negative
here it not looking good one,negative
2 piece semi transparent night time no use of this screen,negative
the curtains arrived with loose threads and uneven stitching,negative
cloth quality is very poor,negative
not satisfied with the quality,negative
poor quality very poor,negative
very bad,negative
the pattern is misaligned and doesnt look right when hung,negative
quality is poor,negative
the pattern is misaligned and doesnt look right when hung,negative
not good at all,negative
cloth is good but poor quality stitching very worst in stich and not delivery to door,negative
they are not as thick as i expected and do not block sound or light well,negative
not good,negative
damage item,negative
the quality of the fabric is terrible it feels like it will tear easily,negative
curtains are too short i am not happy very,negative
material is very good enough for cost based the design also very good but my choosen colour slight dull not bright as i think,negative
the quality of the fabric is terrible it feels like it will tear easily,negative
they are not worth the price the quality is very low,negative
low quality thing its written room darkening but its transperant,negative
not very nice but ok,neutral
its ok,neutral
the fabric is light and airy but doesnt provide full privacy,neutral
the curtains are functional but nothing extraordinary,neutral
it was okay,neutral
price a little bit more,neutral
not bad its transparent,neutral
product is ok,neutral
they hang well but the material feels a bit thin,neutral
the curtains are functional but nothing extraordinary,neutral
average,neutral
they look fine but feel a little cheap,neutral
they fit the windows well but are a bit more sheer than i thought,neutral
ok,neutral
good quality curtain but delivery very late about 20 days packaging very bad,neutral
medium,neutral
not bad,neutral
not bad,neutral
it is not dark curtain sun light can esliye enter but color is good,neutral
ok,neutral
its ok,neutral
medium product,neutral
not bad,neutral
the curtains serve their purpose but dont block much light,neutral
average product and size is good,neutral
nice but it is not room darkening,neutral
not up to the mark as far as quality but its okay,neutral
okey,neutral
ok ok in this price,neutral
ok ok,neutral
they do the job but arent particularly special,neutral
these custains are easy to hang but wrinkle easily,neutral
average,neutral
these custains are easy to hang but wrinkle easily,neutral
ok,neutral
average,neutral
the curtains are adequate but dont add much to the room decor,neutral
they provide some privacy but dont fully block the view,neutral
ok,neutral
the fabric is soft but not very durable,neutral
plesae make little affordable otherwise its okay,neutral
the color is fine but not as rich as shown in the pictures,neutral
decent product,neutral
just right not that good,neutral
theyre fine for light control but not very good for insulation,neutral
the design is plain but works for a simple look,neutral
the design is plain but works for a simple look,neutral
ok,neutral
the curtains are okay but i expected a bit more thickness,neutral
ok not expected quality,neutral
size is small but other things are good,neutral
ok average,neutral
the color is soft and pleasant but slightly off from the images,neutral
the color is soft and pleasant but slightly off from the images,neutral
these custains do the job but the fabric isnt as high quality as expected,neutral
these custains are okay for light coverage but not ideal for privacy,neutral
these custains are okay for light coverage but not ideal for privacy,neutral
the material of this custain is light and easy to manage but lacks substance,neutral
small size,neutral
ok,neutral
the material of this custain is light and easy to manage but lacks substance,neutral
same as picture but not much good,neutral
it is too short for window but color and texture is good,neutral
a little bit long but it can be fold according to ur wishreally gorgious such a low price must buy itbut only thing is that curtains are too long for 7fthv to fold according to ur need,neutral
they cover the windows but dont block much sunlight,neutral
value for money but average quality,neutral
ok,neutral
its a good addition to the home but nothing standout,neutral
avarage,neutral
 the price feels slightly higher for the quality,neutral
there was a minor stain on the fabric but nothing major,neutral
everything is ok but some what see through,neutral
product quantity is not that good,neutral
there was a minor stain on the fabric but nothing major,neutral
theres a small rust spot that got on the fabric but its manageable,neutral
nice product worth for money,positive
simply super,positive
the fabric is soft and feels high quality,positive
the curtains hang beautifully and add a nice touch to the room,positive
good product,positive
its really amazing,positive
the color is exactly as shown and it complements my decor perfectly,positive
these curtains are great they make the room feel cozy and warm,positive
good quality product received,positive
this is lovly product at this price go for it,positive
very good product good quality no any complan,positive
really happy with these curtains they are both functional and stylish,positive
they are easy to install and look great in my bedroom,positive
really nice curtains superb quality tq daraz,positive
the blackout feature works perfectly great for afternoon naps,positive
they add such a nice elegant look to my space love them,positive
nice looking,positive
these curtains are perfect they keep the room dark and look amazing,positive
very good,positive
good quality product,positive
beautiful product must buy,positive
good quality,positive
really impressed with how well they block out the light,positive
super,positive
nice shiny and good shown in the picture is the same thank you daraz worthy every pnny sure to buy,positive
the color is vibrant and the curtains feel durable,positive
wow this curtain is very beautiful i love it value for money,positive
same as shown,positive
they have a nice heavy feel to them which makes them hang beautifully,positive
they were easy to hang and they look fantastic in my living room,positive
good quality product,positive
osm product happy,positive
very nice,positive
awesome product,positive
they are exactly what i wanted and they make the room look complete,positive
the blackout feature is wonderful they really block out the light well,positive
the design is simple but elegant fits perfectly with my décor,positive
amazing,positive
very good,positive
the quality is much better than i expected for the price,positive
product quality acceptable,positive
the quality is much better than i expected for the price,positive
they hang perfectly and the material is thick enough for privacy,positive
